CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6388
1	299	309	0.3	3733		4973
2	330	241	0.5	4464		5979
3	271	47	0.6	1294		2870
4	188	93	0.3	3328		4931
5	327	36	0.2	1469		3052
6	473	236	0.5	3366		4683
7	118	277	0.2	4469		5831
8	183	322	0.6	2042		3210
9	292	163	0.5	335		1506
10	126	212	0.2	4291		6141
11	285	216	0.3	1547		3025
12	242	264	0.2	4773		6029
13	6	402	0.3	403		1722
14	28	283	1.1	5009		6103
15	126	462	0.6	1015		2428
16	384	259	1.5	1427		2723
17	19	292	0.4	1942		3093
18	330	306	1.1	4012		5870
19	463	391	1.0	5028		5781
20	4	55	0.1	335		2208
21	153	7	0.5	4744		6234
22	70	369	1.1	376		1114
23	475	262	0.4	1705		3030
24	139	342	0.4	370		2241
25	362	253	1.3	3464		5171
26	135	460	1.0	1916		3631
27	375	414	1.0	657		1530
28	117	416	1.1	4527		5792
29	68	459	0.3	5096		5923
30	182	131	1.0	3623		5676
31	0	0	0.0	0		6388
