CustNum	20
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6272
1	74	210	0.7	1190		2442
2	91	200	0.3	4658		6052
3	397	280	0.3	1296		2316
4	87	74	0.1	115		1045
5	303	56	0.1	1570		3096
6	0	147	0.6	3617		5075
7	458	123	0.2	4760		5797
8	21	46	0.5	1669		3330
9	38	149	1.1	2115		3856
10	1	432	0.8	433		1834
11	61	248	0.6	2313		3570
12	451	176	0.1	976		2623
13	326	26	1.1	5286		5944
14	391	177	0.9	2820		3885
15	179	43	0.1	185		1664
16	100	374	0.9	388		1535
17	0	380	0.8	380		1442
18	244	297	1.0	2697		3983
19	117	218	0.9	4908		6024
20	440	52	0.4	3738		5081
21	0	0	0.0	0		6272
