CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6668
1	271	283	0.7	1633		3148
2	272	424	0.1	4967		6046
3	429	94	0.6	440		2271
4	39	184	0.7	3109		4927
5	83	446	0.5	3767		5285
6	47	185	0.1	358		2312
7	94	81	0.4	2458		4560
8	249	475	0.1	4621		5733
9	196	296	0.7	5308		6312
10	291	380	0.2	3868		4906
11	436	446	0.4	4685		6044
12	144	165	0.2	1257		2595
13	165	98	0.9	192		1359
14	424	215	1.5	1201		2637
15	73	321	0.5	1843		2834
16	474	451	0.2	3561		4985
17	208	369	0.2	3843		5572
18	198	368	1.1	4723		6065
19	225	128	0.9	5144		6094
20	350	402	0.5	4417		6134
21	148	85	0.6	1468		2606
22	199	225	0.4	2342		3767
23	124	466	0.3	1228		2577
24	33	399	0.3	1247		2588
25	215	388	0.8	3637		4961
26	283	256	1.0	634		2540
27	451	10	1.4	2532		4241
28	326	356	0.7	2837		4486
29	269	274	1.1	384		1672
30	219	386	1.1	444		1352
31	0	0	0.0	0		6668
