CustNum	35
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		7741
1	643	697	0.1	5868		7469
2	745	472	0.7	266		1324
3	489	404	0.6	4708		6546
4	726	492	0.7	2586		4567
5	772	508	0.3	1904		4004
6	279	734	0.3	5948		6664
7	24	47	0.7	1718		3326
8	714	312	0.2	5514		6888
9	557	14	0.1	6145		7268
10	105	247	0.2	5148		6899
11	732	50	0.4	2509		3478
12	397	664	0.2	202		1228
13	210	922	0.6	5835		7223
14	581	300	0.3	2044		3992
15	674	380	0.1	240		2584
16	793	915	0.1	2949		5103
17	790	456	1.4	5548		7430
18	720	145	0.4	5100		6226
19	449	57	0.1	4381		6142
20	372	940	0.5	4961		6998
21	180	221	0.4	3315		5342
22	14	48	1.2	6132		7105
23	922	303	1.4	4611		6212
24	572	145	1.2	5035		6712
25	908	239	0.9	5836		7249
26	5	481	1.4	2716		4205
27	270	176	0.4	6366		7371
28	515	157	0.6	3780		5724
29	455	930	0.9	451		2174
30	67	862	1.4	1625		3109
31	785	808	0.7	2392		3340
32	559	70	1.4	418		1559
33	779	827	0.5	459		2374
34	889	418	0.2	5430		6919
35	953	587	0.6	4014		5847
36	480	480	0.0	0		7741
