CustNum	45
DroneNum	7
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		7953
1	381	490	0.1	1813		3915
2	481	8	0.7	3545		4913
3	942	305	0.7	5063		7013
4	601	808	0.7	2893		5392
5	885	369	0.4	420		2031
6	491	370	0.4	4829		6515
7	873	847	0.3	5837		7349
8	481	108	0.2	3791		5702
9	784	922	0.6	2642		3489
10	249	164	0.3	2353		4280
11	297	231	0.3	4783		6549
12	308	533	0.3	3341		5350
13	283	689	0.6	288		1273
14	4	182	0.1	3451		4937
15	647	869	0.3	6331		7529
16	531	42	0.6	3428		5587
17	239	301	0.4	301		1697
18	252	544	0.4	5636		7716
19	91	494	0.4	4752		6198
20	66	848	0.6	1874		4116
21	148	495	1.2	2765		4578
22	926	902	0.9	6014		7338
23	56	747	1.3	6210		7451
24	98	159	0.6	5414		7454
25	960	387	1.1	1800		4442
26	221	317	0.3	307		2214
27	722	954	0.6	1779		3411
28	373	481	1.4	108		1238
29	451	265	0.2	1413		3806
30	919	14	0.5	2595		4240
31	608	911	0.4	5297		7134
32	429	458	0.9	1981		4027
33	553	451	1.4	4233		5843
34	311	514	0.3	4704		6566
35	535	85	1.4	2734		4496
36	488	442	0.3	39		2478
37	800	168	1.0	4901		6184
38	300	628	0.2	1356		3080
39	449	669	1.4	2310		3773
40	173	218	1.4	6430		7549
41	392	168	0.9	2779		4529
42	320	229	1.5	845		2834
43	795	224	0.6	2535		4380
44	508	704	0.9	226		1547
45	129	460	1.2	2077		3688
46	480	480	0.0	0		7953
