CustNum	45
DroneNum	7
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		7669
1	88	321	0.4	733		2161
2	8	364	0.7	1842		3152
3	363	43	0.1	626		2652
4	227	335	0.2	2272		4026
5	312	221	0.4	4775		6537
6	278	37	0.4	3513		5200
7	67	132	0.5	1369		3306
8	298	35	0.4	301		1208
9	440	238	0.3	2051		3612
10	93	93	0.5	4561		7179
11	120	10	0.6	2571		4654
12	381	451	0.3	3492		5488
13	169	179	0.7	6039		7397
14	15	242	0.1	243		1469
15	83	42	0.5	6043		7575
16	252	121	0.7	3257		5327
17	435	231	0.4	2619		4626
18	97	83	0.1	3287		4989
19	202	352	0.5	4905		6801
20	188	82	0.4	3251		4428
21	57	8	0.6	4925		6827
22	213	117	0.4	244		1889
23	214	392	0.3	447		1454
24	411	463	0.2	3301		4327
25	35	64	0.4	3825		5498
26	329	71	1.5	6735		7323
27	201	328	0.1	385		2313
28	121	56	1.2	3710		5311
29	269	307	0.7	4495		6168
30	437	66	1.4	2235		4180
31	470	294	0.5	4382		6437
32	421	223	0.5	5004		7038
33	159	250	0.8	6073		7372
34	175	84	0.8	6035		7474
35	179	316	1.4	2362		4230
36	417	402	1.5	1833		3129
37	47	323	0.8	4304		5865
38	33	402	0.8	3788		5868
39	87	355	1.2	1914		3910
40	370	193	0.7	3645		5882
41	47	201	0.5	547		1332
42	198	165	0.8	3575		5648
43	76	168	1.3	4526		6167
44	51	467	1.2	5988		7199
45	276	415	1.1	4258		6241
46	0	0	0.0	0		7669
