CustNum	40
DroneNum	7
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6595
1	878	131	0.1	1606		3709
2	514	153	0.5	329		1103
3	579	157	0.4	4241		5442
4	178	922	0.3	4599		5798
5	71	516	0.1	5050		6184
6	223	235	0.2	444		1963
7	44	386	0.4	1719		3436
8	852	638	0.7	3959		5249
9	700	926	0.5	498		1633
10	670	547	0.7	1616		3010
11	726	100	0.6	489		2027
12	326	880	0.6	4233		5626
13	543	165	0.1	322		1114
14	659	407	0.4	757		1839
15	706	429	0.5	4892		6196
16	868	927	0.5	4698		6003
17	23	388	0.4	2215		3664
18	508	789	1.5	2835		4259
19	849	50	1.3	1726		3374
20	575	506	0.4	3504		4842
21	186	249	0.7	2043		3577
22	907	122	0.7	1984		3152
23	132	313	0.3	1781		2803
24	528	301	1.5	3102		4134
25	325	695	1.5	266		1327
26	299	788	0.3	2210		3581
27	407	666	0.3	200		938
28	912	500	0.5	2050		3745
29	654	460	1.1	3457		4728
30	465	363	0.1	2632		4262
31	671	39	1.4	4016		5504
32	139	199	0.8	442		1344
33	498	74	0.8	4667		6188
34	310	509	0.9	4536		6156
35	812	538	0.9	800		2068
36	412	155	0.5	3335		4279
37	97	331	1.3	3430		4977
38	180	901	1.2	5577		6078
39	632	934	1.5	4490		6116
40	484	194	1.5	4598		6011
41	480	480	0.0	0		6595
