CustNum	50
DroneNum	7
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		8689
1	276	893	0.7	3622		5847
2	730	785	0.6	6406		8274
3	945	768	0.7	1592		3323
4	755	416	0.5	2133		5053
5	630	888	0.7	435		3070
6	737	736	0.3	2036		3956
7	0	767	0.3	1803		3984
8	252	804	0.5	655		2524
9	700	108	0.3	1268		3436
10	929	341	0.6	6283		8218
11	6	652	0.4	2412		5183
12	687	157	0.7	2781		4893
13	604	921	0.6	459		2673
14	490	611	0.5	3584		5427
15	133	70	0.1	4422		6343
16	835	170	0.2	472		2252
17	843	654	0.4	5012		7413
18	636	388	0.4	852		3120
19	383	960	0.4	3650		5956
20	340	901	0.4	444		1623
21	491	677	1.1	198		2515
22	814	543	0.3	4214		5716
23	479	148	0.7	5234		7354
24	506	736	1.1	1235		3599
25	490	501	0.5	6186		8190
26	283	909	1.3	1113		3631
27	572	801	0.3	6568		8316
28	345	644	0.5	2336		4845
29	836	572	0.2	2643		5233
30	692	860	0.6	2724		4273
31	871	494	0.4	4682		6568
32	193	105	0.7	1561		3816
33	340	670	0.5	2149		4143
34	882	468	0.3	5709		8286
35	391	936	0.4	1673		3441
36	902	42	0.1	5506		7163
37	299	323	0.7	5120		7106
38	804	184	1.3	1010		3187
39	93	118	0.4	6898		8159
40	782	124	0.7	3434		5550
41	639	16	0.6	2690		5194
42	82	565	1.0	2224		4396
43	320	534	0.5	4622		6654
44	542	94	1.0	5015		7338
45	654	217	0.2	2612		5196
46	697	556	0.7	6113		8459
47	907	622	1.0	450		2573
48	864	247	0.6	5047		7639
49	624	377	0.5	3899		6129
50	880	883	0.1	7304		8121
51	480	480	0.0	0		8689
