CustNum	45
DroneNum	8
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6402
1	421	556	0.2	4283		5857
2	26	10	0.2	3914		4660
3	470	805	0.1	4012		5706
4	140	319	0.6	2275		3633
5	79	352	0.6	2298		3165
6	356	916	0.4	4410		5948
7	528	15	0.4	468		1502
8	288	546	0.3	204		1319
9	439	338	0.6	3790		5028
10	259	956	0.4	525		1823
11	707	517	0.1	2163		3401
12	815	236	0.2	2836		4231
13	608	391	0.7	4355		6246
14	542	330	0.7	4357		5425
15	613	431	0.3	1582		3003
16	125	314	0.5	485		1654
17	855	551	0.7	382		1831
18	457	262	0.5	220		1421
19	903	558	1.5	431		1293
20	506	229	1.1	3852		5546
21	556	930	0.5	2013		2977
22	357	885	0.8	930		2190
23	550	606	0.4	440		1798
24	244	151	1.0	1071		2420
25	614	145	0.3	361		1568
26	151	295	0.7	5245		6024
27	538	843	1.0	775		1769
28	150	793	0.8	1812		2803
29	132	37	1.0	1086		2447
30	694	779	1.4	2288		3011
31	796	133	1.0	5093		5932
32	734	150	0.8	2614		4166
33	235	580	1.0	1949		3594
34	424	653	1.5	4267		5154
35	609	229	0.1	3321		4698
36	260	633	0.9	3508		5432
37	545	551	1.4	2228		3401
38	523	473	1.3	614		1739
39	816	778	1.2	4168		5630
40	311	715	0.7	3375		4854
41	930	215	0.2	2859		4277
42	324	351	1.3	203		1039
43	191	658	1.3	1261		2925
44	540	510	0.5	68		848
45	588	899	0.5	564		1734
46	480	480	0.0	0		6402
