CustNum	20
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6118
1	555	498	0.1	3541		4825
2	139	667	0.3	2603		3476
3	182	465	0.5	4126		5781
4	558	792	0.3	1484		2734
5	767	538	0.6	1545		3057
6	522	401	0.4	4281		4898
7	460	716	0.3	2106		3620
8	292	371	0.1	1756		3644
9	257	139	0.6	4329		5512
10	262	438	1.4	4736		5895
11	55	541	0.7	1921		3248
12	615	292	1.2	2557		4306
13	572	850	1.2	2550		3867
14	225	415	0.4	448		1623
15	150	656	1.0	3408		4890
16	11	571	0.8	478		1637
17	511	397	0.2	89		1477
18	259	787	0.1	379		1108
19	131	70	1.3	4667		5579
20	837	230	0.4	436		1768
21	480	480	0.0	0		6118
