CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6197
1	32	40	0.5	5449		6145
2	430	220	0.6	4302		5713
3	132	138	0.1	2401		3889
4	393	421	0.1	2081		3524
5	189	40	0.3	4027		5592
6	342	336	0.1	4079		4697
7	284	212	0.2	2144		3745
8	190	232	0.4	1276		2835
9	107	0	0.6	2049		4006
10	361	303	0.4	1713		3085
11	66	38	0.4	77		1274
12	336	430	0.5	2767		3978
13	140	262	1.1	4929		5899
14	174	65	0.8	1531		2806
15	303	440	0.6	545		2163
16	35	53	0.4	2240		3534
17	158	414	0.7	630		2123
18	67	172	0.4	3632		4872
19	244	37	1.2	3712		5431
20	82	49	0.3	4028		5803
21	354	202	0.6	4345		5621
22	94	268	0.3	1892		3191
23	83	185	1.4	2894		4658
24	82	348	1.1	358		1376
25	118	407	1.5	1187		2689
26	475	67	0.4	3057		4048
27	116	32	0.8	2465		3744
28	320	10	0.2	1993		3292
29	406	14	1.3	2861		3879
30	174	317	1.2	1230		2438
31	0	0	0.0	0		6197
