CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		7448
1	264	458	0.2	5502		6919
2	393	452	0.1	5658		6299
3	388	249	0.6	4669		6236
4	158	344	0.7	829		2781
5	395	253	0.4	948		2681
6	70	274	0.6	2899		5057
7	441	235	0.3	3125		4780
8	95	356	0.7	369		2454
9	165	437	0.1	1760		3071
10	139	257	0.4	4287		6199
11	27	464	0.6	1237		2819
12	390	187	1.3	4397		5696
13	93	346	0.3	2898		4516
14	248	321	0.8	4082		6150
15	54	263	0.9	5820		7179
16	48	465	0.9	1825		3498
17	356	409	0.5	543		1456
18	402	24	0.4	5168		7045
19	283	251	0.4	5774		7069
20	338	349	1.1	486		1542
21	19	338	0.2	1948		3417
22	395	436	0.7	3724		5495
23	32	479	0.4	6127		6967
24	197	243	0.4	1165		2627
25	453	35	0.7	6045		6993
26	0	0	0.0	0		7448
