CustNum	40
DroneNum	6
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		8004
1	816	358	0.5	3843		5106
2	64	873	0.2	6180		7431
3	330	543	0.6	2527		3915
4	528	293	0.7	194		1654
5	778	480	0.6	5301		6944
6	556	280	0.5	4093		5700
7	33	816	0.7	5643		7444
8	218	579	0.2	4892		6956
9	430	335	0.7	5416		6544
10	418	615	0.5	2229		4331
11	221	376	0.7	743		2553
12	950	886	0.2	644		2934
13	596	236	0.7	1277		3598
14	85	896	0.4	3733		5562
15	342	318	0.7	6532		7791
16	821	267	0.7	4679		6677
17	811	786	0.6	451		1867
18	361	731	0.6	3188		5560
19	955	448	0.1	477		1911
20	479	453	0.3	4454		6576
21	397	256	1.0	565		2948
22	14	519	1.4	1295		3589
23	533	668	0.5	6219		7807
24	404	547	1.3	2463		5232
25	12	307	1.5	3514		5085
26	288	466	0.6	1474		3928
27	589	874	0.3	4085		5402
28	726	601	0.3	4121		6152
29	185	761	0.2	3814		5292
30	5	502	0.1	4318		5935
31	277	286	1.3	281		2088
32	801	262	1.4	5479		7520
33	864	596	1.2	6316		7602
34	91	100	1.5	4704		6354
35	352	368	0.9	442		2290
36	211	561	0.2	667		2572
37	616	806	0.2	2794		4249
38	148	119	0.6	1423		2654
39	13	907	0.9	5287		6698
40	495	954	1.0	3554		5672
41	480	480	0.0	0		8004
